product_id,last_inserted_date,shop_id,product_name,product_image,currency,status,product_category_id,product_flag,product_cb_option,product_current_status,product_price,product_price_before_discount,product_discount,tier_variations,tier_variations_type,tier_variations_count,product_type,is_on_flash_sale,shopee_verified,product_stock,product_avg_rating,total_rating_count,rating_count_details,rating_count_with_context,rating_count_with_image,product_url,first_live_date,last_live_date,number_of_live_days,times_sold_out,max_product_price,min_product_price,max_product_discount,min_product_discount,days_on_flash_sale,all_time_sold,last_7_days_sold,all_time_like,last_7_days_like,all_time_view,last_7_days_view,all_time_comment,last_7_days_comment,all_time_rating,last_7_days_rating,last_updated_date
4660739098,2021-09-09,88201679,"Apple iPhone 12 64GB",c571780f3a85716c7aa3ec70360b1807,VND,1,100013,268959746,0,normal,204,0,0,"Black, White, Product Red, Green, Blue, Purple",Color,6,0,0,0,1,4.9,324,"324, 5, 2, 3, 5, 309",168,131,https://shopee.vn/Apple-iPhone-12-64GB-i.88201679.4660739098,2021-08-16,2021-09-09,22,0,20390000,18990000,7,0,0,849,0,1560,0,16712,0,325,0,324,0,2021-09-25
4705478256,2021-09-24,65589552,"[Mã ELSAMHOT giảm 5% đơn 3TR] Máy lọc không khí Samsung AX40R3030WM/SV",4a39326fbef217f45c32f733d04884ef,VND,1,100010,269025282,0,normal,46,75,39,,,1,0,0,0,15,4.9,85,"85, 1, 1, 0, 3, 80",42,27,https://shopee.vn/[Mã-ELSAMHOT-giảm-5%-đơn-3TR]-Máy-lọc-không-khí-Samsung-AX40R3030WM/SV-i.65589552.4705478256,2021-08-16,2021-09-24,40,0,7489900,3890000,48,0,0,183,1,804,2,9892,2084,85,0,85,0,2021-09-25
4737194401,2021-08-27,65589552,"Điện Thoại Samsung Galaxy M21 (64GB/4GB) - Hàng Chính Hãng",cb83e5244d97f379e4bc647b2d0a7671,VND,1,100013,268959746,0,sold_out,37,55,34,"Đen, Xanh",Màu,2,0,0,0,0,4.9,2130,"2130, 16, 7, 26, 77, 2004",1148,835,https://shopee.vn/Điện-Thoại-Samsung-Galaxy-M21-(64GB/4GB)---Hàng-Chính-Hãng-i.65589552.4737194401,2021-08-16,2021-08-27,11,1,3790000,3650000,34,31,0,6102,0,3346,0,98871,0,2130,0,2130,0,2021-09-25
4860614078,2021-08-28,88201679,"Apple iPad Gen 8th 10.2-inch Wi-Fi 32GB",4bcf3fee748f442ce3e75f9b752c089b,VND,1,100013,268959746,0,sold_out,86,100,14,"Space Gray, Silver, Gold",Color,3,0,0,0,0,4.9,222,"222, 5, 0, 1, 5, 211",122,98,https://shopee.vn/Apple-iPad-Gen-8th-10.2-inch-Wi-Fi-32GB-i.88201679.4860614078,2021-08-19,2021-08-28,2,1,9990000,8590000,14,0,0,554,0,6113,0,38816,0,222,0,222,0,2021-09-25
4995831868,2021-09-23,65589552,"V - Điện Thoại Samsung Galaxy A32 (8GB/128GB) - Hàng Chính Hãng",1b8cd91fc52027a733565674415d764f,VND,1,100013,268437504,0,normal,80,0,0,"Xanh Sáng Tạo",Variations,1,0,0,0,50,0,0,"0, 0, 0, 0, 0, 0",0,0,https://shopee.vn/V---Điện-Thoại-Samsung-Galaxy-A32-(8GB/128GB)---Hàng-Chính-Hãng-i.65589552.4995831868,2021-09-10,2021-09-23,14,0,7990000,7990000,0,0,0,800,0,12,7,1791,932,0,0,0,0,2021-09-25
5076952578,2021-09-08,88201679,"Apple iPad Air 4 10.9 inch Wi-Fi 64GB",74a8326d4b2d1c617bab5a49f450341b,VND,1,100013,268959746,0,normal,137,170,19,"Sky Blue, Silver, Gray, Rose Gold, Green","Màu Sắc",5,0,0,0,479,4.9,469,"469, 10, 1, 2, 9, 447",254,219,https://shopee.vn/Apple-iPad-Air-4-10.9-inch-Wi-Fi-64GB-i.88201679.5076952578,2021-08-17,2021-09-08,22,0,13690000,13190000,22,19,0,1285,0,18820,0,302101,0,469,0,469,0,2021-09-25
5086975867,2021-09-18,53452181,"[CE Gift] Cân Điện Tử Thông Minh Xiaomi Mi Smart Scale Gen 2",1a425fd326bc582e9868624840b53e60,VND,1,100001,268435458,0,normal,5,0,0,,,1,0,0,0,1,4.8,82,"82, 4, 0, 0, 2, 76",35,33,https://shopee.vn/[CE-Gift]-Cân-Điện-Tử-Thông-Minh-Xiaomi-Mi-Smart-Scale-Gen-2-i.53452181.5086975867,2021-08-31,2021-09-18,8,0,490000,390000,20,0,0,196,0,189,9,946,236,82,0,82,0,2021-09-25
5157517143,2021-09-24,88201679,"[Mã ELAP1TR giảm 5% đơn 3TR] Apple Watch Series 6 44mm GPS Sport Band",f8ec3b6cd40e8f637116dd6b2c83aed4,VND,1,100013,268959746,0,normal,97,140,31,"Sliver Aluminum, Space Gray Aluminum, Blue Aluminum, Gold Aluminum ",Color,4,0,0,0,22,4.8,197,"197, 4, 2, 3, 9, 179",96,86,https://shopee.vn/[Mã-ELAP1TR-giảm-5%-đơn-3TR]-Apple-Watch-Series-6-44mm-GPS-Sport-Band-i.88201679.5157517143,2021-08-16,2021-09-24,40,0,9890000,9400000,33,29,0,463,21,984,20,52650,5559,197,10,197,10,2021-09-25
5220740339,2021-09-24,230954155,"Xe điện Vinfast Impes",13f47dcf9115a7d7666b7ea6b1f35650,VND,1,100641,2,0,normal,149,0,0,"Blue, Dark Blue, Gray, Red, White","Màu sắc",5,0,0,0,1000,4.6,17,"17, 1, 0, 1, 1, 14",10,5,https://shopee.vn/Xe-điện-Vinfast-Impes-i.230954155.5220740339,2021-08-16,2021-09-24,40,0,14900000,14900000,0,0,0,40,0,201,0,3204,291,18,0,17,0,2021-09-25
5320391335,2021-09-24,65589552,"[Mã ELSAMSEP giảm 5% đơn 500K] Máy hút bụi Samsung VCC8836V36/XSV 2L",411a7725222e98247389df152ccd84c8,VND,1,100010,269025282,0,normal,30,50,40,,,1,0,0,0,17,5,62,"62, 0, 0, 0, 3, 59",32,22,https://shopee.vn/[Mã-ELSAMSEP-giảm-5%-đơn-500K]-Máy-hút-bụi-Samsung-VCC8836V36/XSV-2L-i.65589552.5320391335,2021-09-01,2021-09-24,24,0,4999000,2190000,56,0,0,144,0,466,6,2091,447,62,0,62,0,2021-09-25
5373960213,2021-09-24,88201679,"[Mã ELAP1TR giảm 5% đơn 3TR] Apple Mac Mini (2020) M1 Chip, 8GB, 256GB SSD",6537e93a0952ec3f602966180ba0bde9,VND,1,100644,268959746,0,normal,180,200,10,,,1,0,0,0,3,4.7,29,"29, 2, 0, 0, 1, 26",14,11,"https://shopee.vn/[Mã-ELAP1TR-giảm-5%-đơn-3TR]-Apple-Mac-Mini-(2020)-M1-Chip,-8GB,-256GB-SSD-i.88201679.5373960213",2021-08-16,2021-09-24,36,0,17990000,16900000,15,10,0,77,5,440,7,40382,4490,29,3,29,3,2021-09-25
5394674091,2021-09-13,65589552," Máy tính bảng Samsung Galaxy Tab A7 Lite (SM-T225) - Hàng Chính Hãng",f30f9448ec08ba6f5c9eaec2eddb14c9,VND,1,100013,268959746,0,normal,40,45,11,"Xám, Bạc","Màu Sắc",2,0,0,0,27,4.9,110,"110, 1, 0, 1, 3, 105",50,40,https://shopee.vn/-Máy-tính-bảng-Samsung-Galaxy-Tab-A7-Lite-(SM-T225)---Hàng-Chính-Hãng-i.65589552.5394674091,2021-08-16,2021-09-13,26,2,4490000,3790000,16,0,0,317,0,492,0,91821,0,110,0,110,0,2021-09-25
5395576705,2021-08-30,88201679,"Apple iPhone 12 | 12 Pro Silicone Case with MagSafe - White",c84af154b61ccf0acd6a994c0e6c47e4,VND,1,100013,268959744,0,sold_out,18,0,0,White,Color,1,0,0,0,0,0,0,"0, 0, 0, 0, 0, 0",0,0,https://shopee.vn/Apple-iPhone-12-|-12-Pro-Silicone-Case-with-MagSafe---White-i.88201679.5395576705,2021-08-16,2021-08-30,15,2,1790000,1790000,0,0,0,0,0,13,0,5116,0,0,0,0,0,2021-09-25
5483791270,2021-09-02,65589552,"Màn hình Samsung LS24A310NHEXXV 24" FHD D-SUB HDMI - Hàng chính hãng",86b3119a2e7f5027440ff4edf0532393,VND,1,100644,268959746,0,normal,31,45,33,,,1,0,0,0,1,4.3,6,"6, 1, 0, 0, 0, 5",3,2,"https://shopee.vn/Màn-hình-Samsung-LS24A310NHEXXV-24"-FHD-D-SUB-HDMI---Hàng-chính-hãng-i.65589552.5483791270",2021-08-18,2021-09-02,16,0,3150000,3050000,33,31,0,9,0,65,0,1345,0,6,0,6,0,2021-09-25
5547907031,2021-09-24,65589552,"[Mã ELSAMHOT giảm 5% đơn 3TR] Smart Tivi Samsung Màn Hình Cong Crystal UHD 4K 55 inch UA55TU8300KXXV - Miễn phí lắp đặt",e8f1bd0d1716ef5337ef111fd45c1c67,VND,1,100010,269025280,0,normal,136,224,39,,,1,0,0,0,4,4.8,564,"564, 8, 7, 9, 29, 511",287,208,https://shopee.vn/[Mã-ELSAMHOT-giảm-5%-đơn-3TR]-Smart-Tivi-Samsung-Màn-Hình-Cong-Crystal-UHD-4K-55-inch-UA55TU8300KXXV---Miễn-phí-lắp-đặt-i.65589552.5547907031,2021-08-16,2021-09-24,40,0,14590000,13390000,40,35,3,1351,0,1683,18,37182,2388,565,0,565,0,2021-09-25
5600084939,2021-09-24,88201679," Apple iPhone 11 64GB",b107f2e6167adb250100ec4c8d028a57,VND,1,100013,268959746,0,normal,140,220,36,"Black, White, Red, Yellow, Purple, Green","Màu sắc",6,0,0,0,671,4.8,943,"943, 26, 5, 9, 25, 878",498,405,https://shopee.vn/-Apple-iPhone-11-64GB-i.88201679.5600084939,2021-08-16,2021-09-24,40,2,21990000,13290000,40,0,0,2707,362,5973,396,388694,54719,943,109,943,109,2021-09-25
5660743161,2021-09-24,88201679,"[Mã ELAP1TR giảm 5% đơn 3TR] Apple iPhone 12 Pro 128GB",ee36c328b153eb692a2b10b330602dbd,VND,1,100013,268959746,0,normal,262,310,15,"Silver, Graphite, Gold, Pacific Blue",Color,4,0,0,0,2,4.8,434,"434, 14, 1, 2, 13, 404",225,179,https://shopee.vn/[Mã-ELAP1TR-giảm-5%-đơn-3TR]-Apple-iPhone-12-Pro-128GB-i.88201679.5660743161,2021-08-16,2021-09-24,37,0,30990000,25590000,17,0,0,1140,4,2646,84,119742,14797,434,1,434,1,2021-09-25
5668317561,2021-09-24,230954155,"VinFast - Xe máy điện Ludo Red",6c470785a12290e03d9544c0133a24bc,VND,1,100641,0,0,normal,129,0,0,"Chưa gồm Pin, Đã gồm 1 Pin","Sản phẩm",2,0,0,0,200,0,0,"0, 0, 0, 0, 0, 0",0,0,https://shopee.vn/VinFast---Xe-máy-điện-Ludo-Red-i.230954155.5668317561,2021-08-16,2021-09-24,40,0,12900000,12900000,0,0,0,0,0,5,0,242,76,0,0,0,0,2021-09-25
5792408122,2021-09-08,65589552,"[Mã ELSAMHOT giảm 5% đơn 3TR] Miễn phí công lắp đặt_Máy giặt Samsung cửa trên Digital Inverter 12kg (WA12T5360BY)",eac4cfa24a77c2acb45607e0d7107353,VND,1,100010,268959744,0,normal,92,155,41,,,1,0,0,0,4,0,0,"0, 0, 0, 0, 0, 0",0,0,https://shopee.vn/[Mã-ELSAMHOT-giảm-5%-đơn-3TR]-Miễn-phí-công-lắp-đặt_Máy-giặt-Samsung-cửa-trên-Digital-Inverter-12kg-(WA12T5360BY)-i.65589552.5792408122,2021-08-16,2021-09-08,24,0,15519900,6190000,60,0,2,0,0,59,0,2437,0,0,0,0,0,2021-09-25
5816406506,2021-09-15,65589552,"Điện thoại Samsung Galaxy A51 (128GB/6GB)- Hàng chính hãng",843b7e4d8cb63720ee73cb2eb29af443,VND,1,100013,268959746,0,normal,55,80,32,"Bạc, Xanh Ngọc, Đen, Hồng",Variation,4,0,0,0,1,4.9,902,"902, 7, 4, 15, 29, 847",489,374,https://shopee.vn/Điện-thoại-Samsung-Galaxy-A51-(128GB/6GB)--Hàng-chính-hãng-i.65589552.5816406506,2021-08-17,2021-09-15,11,0,7990000,5450000,32,29,0,3702,0,2415,0,59673,0,902,0,902,0,2021-09-25
5873954476,2021-09-23,88201679,"[Mã ELAP1TR giảm 5% đơn 3TR] Apple MacBook Air (2020) M1 Chip, 13.3-inch, 8GB, 256GB SSD",575e04c0e1d08b5f1b9f624a8d6b1419,VND,1,100644,268959746,0,normal,260,290,10,"Gold, Silver, Space Gray",Color,3,0,0,0,1,4.9,395,"395, 6, 0, 3, 10, 376",216,187,"https://shopee.vn/[Mã-ELAP1TR-giảm-5%-đơn-3TR]-Apple-MacBook-Air-(2020)-M1-Chip,-13.3-inch,-8GB,-256GB-SSD-i.88201679.5873954476",2021-08-16,2021-09-23,32,0,25990000,24600000,15,10,0,1093,253,3167,47,158672,15145,395,92,395,92,2021-09-25
5994599596,2021-09-24,65589552,"[Mã ELSAMHOT giảm 5% đơn 3TR] Smart Tivi Samsung Crystal UHD 4K 50 inch UA50AU7700KXXV - Miễn phí lắp đặt",aac77002236fb72b84e45aad9e9b4192,VND,1,100010,269025282,0,normal,146,179,18,,,1,0,0,0,3,0,0,"0, 0, 0, 0, 0, 0",0,0,https://shopee.vn/[Mã-ELSAMHOT-giảm-5%-đơn-3TR]-Smart-Tivi-Samsung-Crystal-UHD-4K-50-inch-UA50AU7700KXXV---Miễn-phí-lắp-đặt-i.65589552.5994599596,2021-08-16,2021-09-24,40,0,15899000,13899000,22,11,1,0,0,33,0,10791,7437,0,0,0,0,2021-09-25
6068317986,2021-09-24,230954155,"VinFast - Xe máy điện Klara S Trắng",dfe9eb3bc397a1c09bda34901377a088,VND,1,100641,0,0,normal,399,0,0,"Chưa gồm Pin, Đã gồm 1 Pin, Đã gồm 2 Pin","Sản phẩm",3,0,0,0,598,4.5,4,"4, 0, 0, 1, 0, 3",2,3,https://shopee.vn/VinFast---Xe-máy-điện-Klara-S-Trắng-i.230954155.6068317986,2021-08-16,2021-09-24,40,0,39900000,39900000,0,0,0,6,0,38,-1,632,42,4,0,4,0,2021-09-25
6119437643,2021-09-24,65589552,"[Mã ELSAMHOT giảm 5% đơn 3TR] Máy hút bụi không dây 3 trong 1 Samsung VS03R6523J1 - Hàng chính hãng",afb08a8fe63e9de6083b2c2c1b857be8,VND,1,100010,269025282,0,normal,40,60,33,,,1,0,0,0,3,4.8,61,"61, 2, 0, 0, 5, 54",29,19,https://shopee.vn/[Mã-ELSAMHOT-giảm-5%-đơn-3TR]-Máy-hút-bụi-không-dây-3-trong-1-Samsung-VS03R6523J1---Hàng-chính-hãng-i.65589552.6119437643,2021-08-19,2021-09-24,16,0,5990000,2890000,52,0,0,171,0,672,8,2950,435,61,0,61,0,2021-09-25
6125794615,2021-09-24,53452181,"Robot hút bụi Xiaomi Vacuum Mop SKV4093GL - Hàng chính hãng",29a2c8f2626b66d0b94a307f6de64570,VND,1,100010,268959746,0,normal,75,0,0,,,1,0,0,0,2,4.9,43,"43, 0, 1, 1, 0, 41",20,13,https://shopee.vn/Robot-hút-bụi-Xiaomi-Vacuum-Mop-SKV4093GL---Hàng-chính-hãng-i.53452181.6125794615,2021-08-16,2021-09-24,39,0,7490000,5690000,24,0,1,92,2,198,2,2573,249,43,2,43,2,2021-09-25
6227310945,2021-09-24,65589552,"Tai nghe Samsung Galaxy Buds+ (R175) - Hàng chính hãng",de5199e09237976f53477147e27e728b,VND,1,100535,268435458,0,normal,23,45,49,"Trắng, Đen",Màu,2,0,0,0,1,4.8,796,"796, 12, 3, 13, 38, 730",387,315,https://shopee.vn/Tai-nghe-Samsung-Galaxy-Buds+-(R175)---Hàng-chính-hãng-i.65589552.6227310945,2021-08-24,2021-09-24,16,2,2290000,1200000,73,49,0,1693,9,1670,1,28198,1740,796,3,796,3,2021-09-25
6257515197,2021-09-24,88201679,"[Mã ELAP1TR giảm 5% đơn 3TR] Apple Watch Series 6 40mm GPS Sport Band",bbc515c097847a607b9c7918f72fb2fa,VND,1,100013,268959746,0,normal,92,130,29,"Sliver Aluminum, Space Gray Aluminum , Blue Aluminum ",Color,3,0,0,0,27,4.9,91,"91, 1, 1, 2, 2, 85",43,38,https://shopee.vn/[Mã-ELAP1TR-giảm-5%-đơn-3TR]-Apple-Watch-Series-6-40mm-GPS-Sport-Band-i.88201679.6257515197,2021-08-16,2021-09-24,40,0,9500000,9000000,31,27,0,267,13,673,10,28316,1544,91,3,91,3,2021-09-25
6267314567,2021-08-31,88201679,"Apple iPad Gen 8th 10.2-inch Wi-Fi 128GB",9d653e0b380e8dea7d4b6cea89495695,VND,1,100013,268959746,0,sold_out,105,115,9,"Space Gray, Silver, Gold",Color,3,0,0,0,0,4.9,105,"105, 0, 1, 1, 3, 100",59,47,https://shopee.vn/Apple-iPad-Gen-8th-10.2-inch-Wi-Fi-128GB-i.88201679.6267314567,2021-08-19,2021-08-31,2,2,11500000,10490000,9,0,0,223,0,439,0,5824,0,105,0,105,0,2021-09-25
6360756336,2021-09-24,88201679,"Apple iPhone 12 Pro Max 128GB",2dd923298ba0685a2288af4ae443c51c,VND,1,100013,268959746,0,normal,283,340,17,"Silver, Graphite, Gold, Pacific Blue",Color,4,0,0,0,5,4.9,997,"997, 13, 5, 15, 29, 935",512,433,https://shopee.vn/Apple-iPhone-12-Pro-Max-128GB-i.88201679.6360756336,2021-08-16,2021-09-24,38,2,33990000,27990000,18,0,2,2709,46,12880,211,632544,108696,997,14,997,14,2021-09-25
6446665710,2021-09-24,88201679,"[Mã ELAP1TR giảm 5% đơn 3TR] Apple Watch Series 3 42mm GPS Sport Band",982a277b97e49732507d9d68341267c6,VND,1,100013,268959746,0,normal,50,86,42,"Black, White",Color,2,0,0,0,7,5,27,"27, 0, 0, 0, 0, 27",7,7,https://shopee.vn/[Mã-ELAP1TR-giảm-5%-đơn-3TR]-Apple-Watch-Series-3-42mm-GPS-Sport-Band-i.88201679.6446665710,2021-08-27,2021-09-24,29,0,8590000,4990000,42,0,0,62,6,340,21,14021,3728,27,3,27,3,2021-09-25
6446665760,2021-09-24,88201679,"[Mã ELAP1TR giảm 5% đơn 3TR] Apple Watch Series 3 38mm GPS Sport Band",982a277b97e49732507d9d68341267c6,VND,1,100013,268959746,0,normal,48,76,37,"White, Black","Màu Sắc",2,0,0,0,9,4.9,73,"73, 0, 0, 1, 2, 70",48,43,https://shopee.vn/[Mã-ELAP1TR-giảm-5%-đơn-3TR]-Apple-Watch-Series-3-38mm-GPS-Sport-Band-i.88201679.6446665760,2021-08-16,2021-09-24,34,0,4750000,4390000,42,37,0,185,16,1124,38,39143,5757,73,8,73,8,2021-09-25
6476963196,2021-09-24,230954155,"Xe motor điện VinFast Feliz - Duyên dáng thanh lịch",a2aedc1f1178f59dc52bdcd2187500af,VND,1,100639,0,0,normal,249,0,0,"Đen, Đỏ, Trắng, Xanh Rêu","Màu sắc",4,0,0,0,377,3.8,12,"12, 2, 2, 0, 1, 7",10,3,https://shopee.vn/Xe-motor-điện-VinFast-Feliz---Duyên-dáng-thanh-lịch-i.230954155.6476963196,2021-08-16,2021-09-24,40,0,24900000,24900000,0,0,0,24,0,110,-1,2831,119,12,0,12,0,2021-09-25
6517857143,2021-09-23,65589552,"[Mã ELSAMHOT giảm 5% đơn 3TR] Smart Tivi Samsung 43 Inch Full HD UA43T6500AKXXV - Miễn phí lắp đặt",4d1f49fb5c0410cec8002ce9183342f5,VND,1,100010,269025282,0,normal,95,109,13,,,1,0,0,0,1,4.9,135,"135, 1, 1, 0, 4, 129",54,39,https://shopee.vn/[Mã-ELSAMHOT-giảm-5%-đơn-3TR]-Smart-Tivi-Samsung-43-Inch-Full-HD-UA43T6500AKXXV---Miễn-phí-lắp-đặt-i.65589552.6517857143,2021-08-16,2021-09-23,35,0,9540000,8980000,18,12,0,426,0,452,2,4983,361,135,0,135,0,2021-09-25
6517857194,2021-09-24,65589552,"[Mã ELSAMHOT giảm 5% đơn 3TR] Smart Tivi LED SAMSUNG 32 Inch UA32T4300AKXXV - Miễn phí lắp đặt",7843ed24318befc5945dd5bf5834e061,VND,1,100010,269025282,0,normal,65,76,14,,,1,0,0,0,5,4.9,70,"70, 0, 2, 1, 0, 67",28,24,https://shopee.vn/[Mã-ELSAMHOT-giảm-5%-đơn-3TR]-Smart-Tivi-LED-SAMSUNG-32-Inch-UA32T4300AKXXV---Miễn-phí-lắp-đặt-i.65589552.6517857194,2021-08-16,2021-09-24,40,0,6680000,6099000,20,12,1,204,0,586,5,5760,346,70,0,70,0,2021-09-25
6543991657,2021-09-24,88201679,"[Mã ELAP300K giảm 5% đơn 500K] Apple AirPods with Charging Case 2nd gen",a256a89d3b7b4b80224e768d9ff6fdff,VND,1,100013,268959746,0,normal,30,44,31,,,1,0,0,0,366,4.9,4513,"4513, 58, 18, 39, 128, 4270",2461,2151,https://shopee.vn/[Mã-ELAP300K-giảm-5%-đơn-500K]-Apple-AirPods-with-Charging-Case-2nd-gen-i.88201679.6543991657,2021-08-16,2021-09-24,40,0,3200000,3010000,31,27,0,11464,298,36024,-43,333622,25669,4513,110,4513,110,2021-09-25
6576992942,2021-09-24,230954155,"Xe motor điện VinFast Theon - Trải nghiệm mạnh mẽ",d43ee70b8d602964f17c9724b2b36e38,VND,1,100641,0,0,normal,639,0,0,"Bạc, Đen , Đỏ","Màu sắc",3,0,0,0,598,0,0,"0, 0, 0, 0, 0, 0",0,0,https://shopee.vn/Xe-motor-điện-VinFast-Theon---Trải-nghiệm-mạnh-mẽ-i.230954155.6576992942,2021-08-16,2021-09-24,40,0,63900000,63900000,0,0,0,2,0,45,0,1590,58,0,0,0,0,2021-09-25
6655311826,2021-09-24,53452181,"Sạc Không Dây Xiaomi Mi Wireless Charging Pad 10W (Global Version) - Hàng Chính Hãng",b31facb0acfa4a37c593a01f74bb3cf9,VND,1,100013,268435456,0,normal,4,0,0,,,1,0,0,0,12,5,6,"6, 0, 0, 0, 0, 6",2,2,https://shopee.vn/Sạc-Không-Dây-Xiaomi-Mi-Wireless-Charging-Pad-10W-(Global-Version)---Hàng-Chính-Hãng-i.53452181.6655311826,2021-08-16,2021-09-24,40,0,390000,339000,13,0,0,17,0,100,4,2429,351,6,0,6,0,2021-09-25
